Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"DODDS, Mr Henry Watson",1885,1912,26,Male,Engineering Crew Substitute Crew,,,,Southampton,Junior Assistant 4th Engineer,LOST,,,Guyanese,https://www.encyclopedia-titanica.org/titanic-victim/henry-watson-dodds.html
"DOEL, Mr Frederick",1889,1940,22,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-doel.html
"DOLBY, Mr Joseph",1873,1912,38,Male,Victualling Crew,,,,Belfast,Reception Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-dolby.html
"DONATI, Sig. Italo Francesco",1894,1912,17,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,311,Italian,https://www.encyclopedia-titanica.org/titanic-victim/italo-francesco-donati.html
"DONOGHUE, Mr Florence Thomas",1880,1912,31,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/frank-thomas-donoghue.html
"DONOHOE, Mr Hugh Moses",1874,,37,Male,Deck Crew,,,,Belfast,Able Seaman,,,,,https://www.encyclopedia-titanica.org/titanic-biography/hugh-donohoe.html
"DORE, Mr Albert James",1889,1953,22,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/a-dore.html
"DORNIER, Mr Louis Auguste",1891,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Fish Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/louis-auguste-dornier.html
"DOUGHTY, Mr Walter Thomas",1890,1912,22,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-doughty.html
"DOUGLAS, Mr William",1879,,32,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-douglas.html
"DOYLE, Mr Laurence",1885,1912,27,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/laurence-doyle.html
"DUFFY, Mr William Luke",1875,1912,36,Male,Engineering Crew,,,,Belfast,Writer / Engineer's Clerk,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-luke-duffy.html
"DUNFORD, Mr William",1864,1912,48,Male,Victualling Crew,,,,Southampton,Hospital Steward,LOST,,71,English,https://www.encyclopedia-titanica.org/titanic-victim/william-dunford.html
"DUNLOP, Mr Joseph",1865,,47,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-dunlop.html
"DYER, Mr Henry Ryland",1887,1912,24,Male,Engineering Crew,,,,Belfast,Senior Assistant 4th. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-ryland-dyer.html
"DYER, Mr William Henry",1879,1912,33,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-henry-dyer.html
"DYMOND, Mr Frank",1876,1947,36,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-dymond.html
"EAGLE, Mr Alfred James Jacob",1884,1912,27,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/a-eagle.html
"EASTMAN, Mr Charles",1868,1912,44,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-eastman.html
"EDBROOKE, Mr Francis Samuel Jacob",1888,1912,23,Male,Victualling Crew,,,,Southampton,Third class steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-edbrooke.html
"EDE, Mr George Bulkeley",1889,1912,23,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-ede.html
"EDGE, Mr Frederick William",1873,1912,39,Male,Victualling Crew,,,,Southampton,Deck Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-william-edge.html
"EDWARDS, Mr Charles Essex",1862,1912,49,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/charles-essex-edwards.html
"EGG, Mr William Henry",1864,1912,48,Male,Victualling Crew,,,,Southampton,Third class steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-egg.html
"ELLIOTT, Mr Everett Edward",1888,1912,23,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,317,English,https://www.encyclopedia-titanica.org/titanic-victim/everett-edward-elliott.html
"ELLIS, Mr John Bertie",1883,1932,28,Male,Victualling Crew,,,,Southampton,Assistant Vegetable Cook,SAVED,2,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-bertram-ellis.html
"ELLISON, Mr Joseph",1883,1945,29,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-ellison.html
"ENNES, Mr William",1884,,28,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-ennes.html
"ENNIS, Mr Walter",1878,1912,34,Male,Victualling Crew,,,,Southampton,Turkish Bath Attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-ennis.html
"ERVINE, Mr Albert George",1893,1912,18,Male,Engineering Crew,,,,Belfast,Assistant Electrician,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/albert-george-ervine.html
"ETCHES, Mr Henry Samuel",1868,1944,43,Male,Victualling Crew,,,,Belfast,First class bedroom steward,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/henry-samuel-etches.html
"ETTLINGER, Mr Peter",1881,1962,31,Male,Victualling Crew Discharged Crew,,,,Southampton,Second Class Saloon Steward,,,,German,https://www.encyclopedia-titanica.org/titanic-biography/ettlinger.html
"EVANS, Mr Alfred Frank",1887,1964,25,Male,Deck Crew,,,,Southampton,Lookout,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-frank-evans.html
"EVANS, Mr Frank Oliver",1884,1952,27,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-oliver-evans.html
"EVANS, Mr George Richard",1884,1912,27,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-richard-evans.html
"EVANS, Mr William Thomas",1878,1912,33,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,31,English,https://www.encyclopedia-titanica.org/titanic-victim/william-evans.html
"FAIRALL, Mr Henry Charles",1871,1912,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-fairall.html
"FARENDEN, Mr Ernest John",1890,1912,22,Male,Victualling Crew,,,,Belfast,Confectioner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-john-farrenden.html
"FARLEY, Mr John",1881,,31,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-farley.html
"FARQUHARSON, Mr William Edward",1873,1912,39,Male,Engineering Crew,,,,Belfast,Senior 2nd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-farquharson.html
"FAULKNER, Mr William Stephen",1875,1949,37,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-stephen-faulkner.html
"FAY, Mr Thomas Joseph",1881,1912,30,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-joseph-fay.html
"FEI, Sig. Carlo",1893,1912,19,Male,Restaurant Staff,,,,Southampton,Scullion,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/carlo-fey.html
"FELLOWES, Mr Alfred James",1883,1912,28,Male,Victualling Crew,,,,Belfast,Assistant boots steward (1st class),LOST,,138,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-fellowes.html
"FELTHAM, Mr George William",1870,1912,41,Male,Victualling Crew,,,,Southampton,Vienna Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/g-feltham.html
"FERRARY, Mr Antonio",1879,1912,33,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,"Mexican, American, English",https://www.encyclopedia-titanica.org/titanic-victim/anton-ferrary.html
"FERRIS, Mr George",1878,,34,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-ferris.html
"FERRIS, Mr William",1873,1912,39,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-ferris.html
"FERRON, Mr Nicholas",1878,,34,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/nicholas-ferron.html
"FINCH, Mr Henry Herman",1893,1912,18,Male,Victualling Crew,,,,Southampton,Steward (3rd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-finch.html
"FIORAVANTE, Sig. Giuseppe Bertoldo",1888,1912,23,Male,Restaurant Staff,,,,Southampton,Assistant Scullion,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giuseppe-bertoldo-fioravante.html
"FISH, Mr B.",1874,,38,Male,Victualling Crew Failed to Join Ship,,,,Southampton,First Class Steward,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/fish-b.html
"FISHER, Mr R.",1888,,24,Male,Victualling Crew Failed to Join Ship,,,,Southampton,Second Class Plate Steward,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/fisher-r.html
"FITZPATRICK, Mr Cecil William",1890,1964,21,Male,Engineering Crew,,,,Southampton,Mess Steward,SAVED,B,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/cecil-william-fitzpatrick.html
"FITZPATRICK, Mr Hugh Joseph",1883,1912,29,Male,Engineering Crew,,,,Belfast,Junior Boilermaker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/hugh-fitzpatrick.html
"FLACK, Mr John",1883,1961,28,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-flack.html
"FLAHERTY, Mr Edward",1860,1940,52,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-flarty.html
"FLANNIGAN, Mr Thomas",1866,1941,45,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-flannigan.html
"FLEET, Mr Frederick",1887,1965,24,Male,Deck Crew,,,,Belfast,Lookout,SAVED,6,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-fleet.html
"FLEMING, Mr William",1876,,35,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-flemming.html
"FLETCHER, Mr Percy William",1887,1912,25,Male,Victualling Crew,,,,Belfast,Bugler Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percy-william-fletcher.html
"FLETCHER, Mr Robert",1872,1916,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-fletcher.html
"FLYNN, Mr Michael",1879,1942,32,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/michael-flinn.html
"FOLEY, Mr John",1865,1934,46,Male,Deck Crew,,,,Belfast,Deck storekeeper,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/john-foley.html
"FOLEY, Mr Wilfred Cyril",1890,1916,21,Male,Victualling Crew,,,,Southampton,3rd Class Steward,SAVED,13,,Welsh,https://www.encyclopedia-titanica.org/titanic-survivor/wilfred-cyril-foley.html
"FORD, Mr Ernest",1879,1912,33,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-ford.html
"FORD, Mr Francis",1868,1912,44,Male,Victualling Crew,,,,Southampton,Bedroom Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-ford.html
"FORD, Mr H.",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-ford.html
"FORD, Mr Thomas",1879,1912,33,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-ford.html
"FORWARD, Mr James",1884,1940,27,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-forward.html
"FOSTER, Mr Alfred Charles",1875,1912,37,Male,Engineering Crew,,,,Belfast,Storekeeper (Engineering),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-charles-foster.html
"FOX, Mr William Thomas",1885,1912,27,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-fox.html
"FRANKLIN, Mr Alan Vincent",1883,1912,28,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,262,English,https://www.encyclopedia-titanica.org/titanic-victim/alan-vincent-franklin.html
"FRASER, Mr J.",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,,https://www.encyclopedia-titanica.org/titanic-victim/j-fraser.html
"FRASER, Mr James",1882,1912,30,Male,Engineering Crew,,,,Belfast,Junior Assistant 3rd. Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/james-fraser.html
"FREDERICKS, Mr Walter Francis",1891,1960,21,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/w-fredericks.html
"FREEMAN, Mr Ernest Edward Samuel",1867,1912,45,Male,Victualling Crew,,,,Belfast,Deck Steward (1st Class),LOST,,239,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-edward-samuel-freeman.html
"FRYER, Mr Albert Ernest",1882,1944,29,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/albert-ernest-fryer.html
"GAMBLE, Mr William",1883,1942,28,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-john-gamble.html
"GASS, Mr David",1865,1931,47,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-gass.html
"GATTI, Sig. Gaspare Antonio Pietro",1875,1912,37,Male,Restaurant Staff,,,,Southampton,Ã  la Carte Restaurant Manager,LOST,,313,Italian,https://www.encyclopedia-titanica.org/titanic-victim/gaspare-antonio-pietro-gatti.html
"GEDDES, Mr Richard Charles",1880,1912,32,Male,Victualling Crew,,,,Southampton,Bed Room Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-charles-geddes.html
"GEER, Mr Alfred Emest",1886,1912,26,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-emest-geer.html
"GIBBONS, Mr Jacob William",1875,1965,36,Male,Victualling Crew,,,,Southampton,Second Class Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/jacob-william-gibbons.html
"GIBSON, Mr Thomas",1892,,20,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-gibson.html
"GIBSON, Mr William",1869,,43,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-gibson.html
"GILARDINO, Sig. Vincenzo Pio",1881,1912,31,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/vincenzo-pio-gilardino.html
"GILES, Mr John Robert",1879,1912,32,Male,Victualling Crew,,,,Southampton,2nd Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-robert-giles.html
"GILL, Mr Joseph Stanley",1873,1912,38,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,49,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-stanley-gill.html
"GILL, Mr Patrick",1874,1912,38,Male,Victualling Crew,,,,Southampton,Ship's Cook,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-gill.html
"GODLEY, Mr George Auguste",1873,1940,38,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-godley.html
"GODWIN, Mr Frederick Charles",1876,1912,36,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-charles-godwin.html
"GOLDER, Mr Martin William",1876,1912,35,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/m-golder.html
"GOLLOP, Mr Percival Salisbury",1882,1912,30,Male,Victualling Crew,,,,Southampton,Assistant Passage Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-gollop.html
"GORDON, Mr John",1882,1912,30,Male,Engineering Crew Substitute Crew,,,,Southampton,Trimmer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/j-gordon.html
"GOREE, Mr Frank",1871,1912,40,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,222,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-goree.html
"GORMAN, Mr David",1880,1938,32,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-gorman.html
"GOSHAWK, Mr Alfred James",1871,1912,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-james-goshawk.html
"GOSLING, Mr Bertram James",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/bertram-james-gosling.html
"GOSLING, Mr Frank Henry",1887,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/s-gosling.html
"GRACEY, Mr John",1859,1913,53,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-gracey.html
"GRADIDGE, Mr Ernest Edward",1889,1912,22,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,276,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-edward-gradidge.html
"GRAHAM, Mr Thomas Gibson",1883,,28,Male,Engineering Crew,,,,Belfast,Fireman,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-graham.html
"GREEN, Mr George",1892,1912,20,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-green.html
"GREGG, Mr William John",1869,1923,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-gregg.html
"GREGORY, Mr David",1869,1912,43,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/david-gregory.html
"GROSCLAUDE, Mr Gérald",1887,1912,24,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/gerald-grosclaude.html
"GUMERY, Mr George",1887,1912,24,Male,Engineering Crew,,,,Southampton,Mess Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-gumery.html
"GUNN, Mr Joseph Alfred",1882,1912,30,Male,Victualling Crew,,,,Southampton,Assistant Saloon Steward (2nd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-alfred-gunn.html
"GUY, Mr Elgar John",1882,1922,29,Male,Victualling Crew,,,,Southampton,Boots,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elgar-john-guy.html
"GWINN, Mr William Logan",1875,1912,37,Male,Victualling Crew Postal Clerk,,,,Southampton,Postal Clerk / Postman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/william-logan-gwynn.html
"HADDOCK, Mr Herbert James",1861,1946,51,Male,Deck Crew Titanic Officers,,,,Belfast,Master,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/herbert-james-haddock.html
"HADLEY, Mr John",1862,,50,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-hadley.html
"HAGGAN, Mr John",1877,1952,35,Male,Engineering Crew,,,,Belfast,Fireman,SAVED,3,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/john-haggan.html
"HAINES, Mr Albert",1880,1933,31,Male,Deck Crew,,,,Belfast,Boatswain Mate,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/albert-haines.html
"HALE, Mr John",1887,1948,24,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-hale.html
"HALFORD, Mr Richard",1884,1953,27,Male,Victualling Crew,,,,Southampton,3rd Class Steward,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/richard-halford.html
"HALL, Mr Frank Alfred James",1871,1912,40,Male,Victualling Crew,,,,Southampton,Scullion,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-hall.html
"HALL, Mr George",1875,1960,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-hall.html
"HALL, Mr J.",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-hall.html
"HALLETT, Mr George Alexander",1889,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-hallett.html
"HALPIN, Mr Joseph",1888,,24,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-halpin.html
"HAMBLYN, Mr Ernest William",1865,1912,47,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-william-hamblyn.html
"HAMILTON, Mr Ernest",1886,1912,25,Male,Victualling Crew,,,,Belfast,Assistant Smoke Room Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-hamilton.html
"HAMILTON, Mr William John",1888,1931,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-hamilton.html
"HANDS, Mr Bernard",1858,1912,54,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/bernard-hands.html
"HANLEY, Mr William",1887,1958,24,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-hanley.html
"HANNAM, Mr George",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-hannam.html
"HARDER, Mr William",1872,1947,39,Male,Deck Crew,,,,Southampton,Window Cleaner,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-harder.html
"HARDING, Mr Alfred John",1891,1912,21,Male,Victualling Crew,,,,Southampton,Assistant Pantry Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/a-harding.html
"HARDWICK, Mr Reginald",1891,1918,21,Male,Victualling Crew,,,,Southampton,Kitchen Porter,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/reginald-hardwick.html
"HARDY, Mr John",1871,1953,40,Male,Victualling Crew,,,,Belfast,Chief Second Class Steward,SAVED,D,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-hardy.html
"HARKIN, Mr Samuel",1869,1931,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-harkin.html
"HARMES, Mr Robert",1881,1958,30,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-harmes.html
"HARRIS, Mr Amos",1888,1912,24,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/amos-harris.html
"HARRIS, Mr Charles William",1893,1912,19,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-william-harris.html
"HARRIS, Mr Clifford Henry",1895,1912,17,Male,Victualling Crew,,,,Southampton,Bell Boy,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/clifford-henry-harris.html
"HARRIS, Mr Edward John",1883,1912,29,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-harris.html
"HARRIS, Mr Edward Matthew",1895,1912,17,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/pantry-steward-edward-harris.html
"HARRIS, Mr Fred",1873,,39,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/fred-harris.html
"HARRIS, Mr Joseph",1880,1950,32,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-harris.html
"HARRISON, Mr Aragõa Drummond",1871,1947,40,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/aragon-harrison.html
"HARRISON, Mr Norman E.",1873,1912,38,Male,Engineering Crew,,,,Belfast,Junior 2nd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/norman-harrison.html
"HART, Mr James",1858,1912,54,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-hart.html
"HART, Mr John Edward",1881,1954,31,Male,Victualling Crew,,,,Southampton,Steward,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-edward-hart.html
"HARTNELL, Mr Fred",1890,1920,21,Male,Victualling Crew,,,,Southampton,Saloon Steward,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-hartnell.html
"HARVEY, Mr Herbert Gifford",1878,1912,34,Male,Engineering Crew,,,,Belfast,Junior Assistant 2nd. Engineer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/herbert-gifford-harvey.html
"HARVEY, Mr John",1886,,26,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-harvey.html
"HATCH, Mr Hugh",1891,1912,21,Male,Victualling Crew,,,,Southampton,Scullion,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/hugh-hatch.html
